nm,PVK2_5mM,PVK05mM,lactateD2_5mM,lactateD05mM,FeCl11mM,lactateD10mM,PVK10mM,PVK5.0mM,lactateD5mM,lactateD1mM,lactateD01mM,PVK1mM,PVK01mM
564.9421387,96.12043762,98.00533295,97.37266541,98.2124939,98.46302795,96.58101654,91.90254211,94.44739532,97.33934784,98.3155899,98.45384216,96.95046234,98.11379242
564.0418091,96.0351944,97.97909546,97.37077332,98.17831421,98.41365051,96.48591614,91.73674011,94.39009857,97.27942657,98.25048065,98.46232605,97.01063538,98.12554932
562.9912109,95.92673492,97.90886688,97.27653503,98.12495422,98.41868591,96.41914368,91.54920197,94.20851898,97.16967773,98.27455139,98.41701508,96.96334839,98.1330719
561.9403076,95.87431335,97.86363983,97.24929047,98.05497742,98.35168457,96.32463074,91.32305908,94.09365082,97.12505341,98.16657257,98.3336792,96.8232193,97.97637177
561.0393066,95.81752014,97.87234497,97.24047089,98.07312012,98.36334229,96.29311371,91.26094818,94.03900146,97.12123108,98.15354156,98.25538635,96.77545166,98.05452728
559.9879761,95.67650604,97.78751373,97.14983368,97.95833588,98.25408936,96.09430695,90.96381378,93.82302856,96.97489929,98.0120697,98.2162323,96.68256378,97.88864899
558.9362793,95.52859497,97.77619171,97.10697174,97.89510345,98.22762299,96.04265594,90.73249054,93.72241211,96.92964935,98.02750397,98.20770264,96.63954926,97.92710114
558.034668,95.52044678,97.74342346,97.13724518,97.92034912,98.21051788,95.97493744,90.60823822,93.59967041,96.92855835,98.00945282,98.17958069,96.57060242,97.87340546
556.9825439,95.41165161,97.65385437,97.01425934,97.80026245,98.13865662,95.81331635,90.30715179,93.43309021,96.815979,97.94026947,98.08188629,96.48125458,97.75686646
555.9301147,95.27986908,97.61083221,97.02368164,97.75844574,98.1068573,95.73517609,90.11445618,93.30312347,96.74571228,97.8736496,98.08406067,96.49346161,97.75909424
555.0278931,95.20194244,97.51288605,96.96868134,97.71411133,98.07508087,95.65670776,89.94870758,93.17987061,96.67719269,97.84079742,97.98783875,96.32279968,97.66269684
553.9749756,95.07807922,97.44837952,96.88663483,97.60930634,97.98493195,95.48875427,89.62501526,92.93070221,96.57351685,97.74811554,97.93483734,96.2869873,97.65798187
553.0723267,94.89816284,97.37815094,96.79065704,97.54637146,97.87917328,95.3505249,89.36730957,92.75624084,96.46400452,97.75924683,97.95682526,96.28826141,97.58824158
552.0189209,94.87358093,97.35290527,96.81643677,97.50389099,97.88934326,95.19867706,89.14639282,92.63185883,96.42584229,97.65920258,97.86790466,96.13983917,97.53277588
550.965332,94.71062469,97.24267578,96.67989349,97.37672424,97.78656769,95.12737274,88.84709167,92.44190216,96.27775574,97.64003754,97.8119278,96.06632996,97.41440582
550.0620117,94.65441895,97.2386322,96.66564178,97.39874268,97.78497314,95.06807709,88.6798172,92.32229614,96.23999023,97.57223511,97.78330994,96.00930786,97.38529205
549.0078735,94.4861908,97.1661377,96.5788269,97.28482819,97.68217468,94.84979248,88.35276031,92.14047241,96.15103912,97.48821259,97.721138,95.93516541,97.31944275
547.9534912,94.31845093,97.04693604,96.4754715,97.17953491,97.61789703,94.69181061,87.99047089,91.85249329,95.99808502,97.39058685,97.58349609,95.77219391,97.24360657
547.0495605,94.21901703,96.96728516,96.39324951,97.07234192,97.53739929,94.52848053,87.72380066,91.71341705,95.88635254,97.36473083,97.57006073,95.70201874,97.18186951
545.9946899,94.07409668,96.88689423,96.33550262,96.99004364,97.45848846,94.3583374,87.38851929,91.44258881,95.78964233,97.34030151,97.47396851,95.61949158,97.14264679
544.9395752,93.93068695,96.82624054,96.25921631,96.93460083,97.42588043,94.19017792,87.08464813,91.24871063,95.68222046,97.22038269,97.4262619,95.5009079,97.05071259
544.0349731,93.82652283,96.73849487,96.17275238,96.88234711,97.3943634,94.0610733,86.8478775,91.0990448,95.60297394,97.13996887,97.32405853,95.48069,96.98092651
542.9794312,93.65305328,96.6451416,96.10011292,96.77807617,97.33110809,93.89750671,86.46821594,90.84857941,95.48890686,97.03910065,97.22423553,95.28404236,96.84564972
542.0744019,93.52111816,96.5426178,96.01210022,96.7437973,97.22848511,93.74156952,86.17236328,90.64779663,95.38022614,96.98854065,97.1546402,95.21722412,96.80646515
541.0183716,93.35167694,96.43531799,95.91166687,96.63306427,97.13439178,93.49298096,85.75390625,90.37539673,95.21057892,96.85361481,97.069664,95.09194183,96.68558502
539.9620361,93.15027618,96.36732483,95.75791931,96.52054596,97.04511261,93.26828003,85.33334351,90.07891846,95.01888275,96.75514984,96.99613953,94.97099304,96.59811401
539.0563965,92.95496368,96.24684143,95.64450073,96.41945648,96.94795227,93.06826782,84.99682617,89.80554199,94.89580536,96.68453217,96.90438843,94.84620667,96.50804138
537.9996338,92.73444366,96.12635803,95.49773407,96.31591797,96.81291962,92.76593018,84.54624176,89.5009613,94.70683289,96.5994873,96.8265686,94.71846008,96.44099426
536.9425659,92.58148956,96.02349854,95.37284088,96.26239777,96.78555298,92.57506561,84.12605286,89.26472473,94.57997131,96.49494934,96.68041229,94.57222748,96.31570435
536.0363159,92.44315338,95.95217133,95.28271484,96.15777588,96.67467499,92.37757111,83.76151276,88.96498871,94.43323517,96.37267303,96.57872009,94.41306305,96.15274811
534.9788208,92.22762299,95.82113647,95.14420319,96.03927612,96.56535339,92.0899353,83.22473145,88.67202759,94.27281952,96.29190063,96.49989319,94.29618073,96.09302521
534.0722046,92.03346252,95.67294312,95.04466248,95.98343658,96.4906311,91.84590912,82.88983917,88.38161469,94.0975647,96.2258606,96.42275238,94.20452881,96.03738403
533.0142212,91.7322464,95.51940155,94.84186554,95.83982849,96.36251068,91.49452209,82.32866669,88.03892517,93.85555267,96.06607819,96.28665161,93.9930954,95.8575058
531.9559937,91.51074982,95.40515137,94.69464111,95.69567108,96.22989655,91.21533203,81.80183411,87.62338257,93.63643646,95.95983887,96.1960144,93.78425598,95.747612
531.0487061,91.28786469,95.25853729,94.54072571,95.58078766,96.1390686,90.91579437,81.3669281,87.3236084,93.45806122,95.8349762,96.08386993,93.67728424,95.68260193
529.9899902,91.06302643,95.17295074,94.38597107,95.5230484,96.00833893,90.61885834,80.78565979,86.93109131,93.23164368,95.72136688,95.95188904,93.50144196,95.53193665
528.9310913,90.84181976,94.95404053,94.19569397,95.40228271,95.9286499,90.23915863,80.28388977,86.59516907,92.9990921,95.54647064,95.77474976,93.31578064,95.36287689
528.0231934,90.59632874,94.8494873,94.0160675,95.27631378,95.81474304,89.89282227,79.67124939,86.19200897,92.76821899,95.40193176,95.65112305,93.11125183,95.23135376
526.9638062,90.30332184,94.69692993,93.82330322,95.11896515,95.67414093,89.54277802,79.12358856,85.77277374,92.55500793,95.28984833,95.54698181,92.93395233,95.1110611
526.055542,90.0483017,94.49782562,93.6282196,95.00310516,95.55500793,89.22157288,78.64749146,85.46382141,92.32111359,95.14224243,95.42538452,92.78912354,95.01260376
524.9956665,89.72135925,94.35625458,93.40652466,94.87202454,95.44221497,88.7897644,77.8812561,84.9727478,91.98075104,95.01380157,95.31768036,92.59460449,94.89354706
523.9355469,89.42492676,94.20863342,93.16194153,94.73924255,95.28509521,88.28105927,77.22311401,84.44553375,91.73049164,94.82919312,95.13024139,92.35485077,94.7171402
523.0266724,89.1335907,94.00119019,92.98722076,94.55662537,95.18177795,87.8812561,76.61138153,84.05038452,91.43900299,94.70569611,95.01498413,92.14907074,94.58451843
521.9660645,88.81578827,93.82330322,92.7396698,94.38719177,94.96794128,87.46225739,75.92370605,83.53890991,91.13600159,94.53770447,94.80844879,91.92021942,94.3920517
521.0568237,88.54414368,93.71696472,92.52680969,94.26933289,94.89122009,87.05245972,75.36109924,83.1980896,90.86454773,94.45411682,94.80818176,91.80966949,94.34060669
519.9957886,88.21886444,93.53634644,92.27715302,94.14846039,94.78248596,86.58298492,74.63925934,82.61241913,90.55056,94.20183563,94.57559204,91.51766968,94.07202911
518.9345093,87.82267761,93.28503418,91.94186401,93.95558167,94.54872894,85.91575623,73.72606659,82.06922913,90.09159851,93.95822144,94.40509033,91.23664093,93.9597168
518.0245972,87.50813293,93.11660767,91.76236725,93.75069427,94.43560791,85.46142578,73.05688477,81.54403687,89.79524231,93.82291412,94.19579315,91.07746887,93.78284454
516.9628906,87.20568848,92.97145081,91.49694061,93.74478149,94.38201904,84.9863739,72.3032074,81.06600952,89.46923828,93.67401886,94.12810516,90.80188751,93.69796753
516.0526123,86.82448578,92.74472809,91.21688843,93.4895401,94.19486237,84.41999054,71.61170959,80.54087067,89.1027298,93.47982788,93.94728088,90.5669632,93.47499847
514.9904175,86.46753693,92.55284119,90.94207001,93.37243652,94.04985046,83.86252594,70.79321289,79.96777344,88.69366455,93.26618195,93.83747864,90.34518433,93.30091858
513.9279785,85.96324158,92.31546783,90.53081512,93.11360931,93.86032867,83.15420532,69.84426117,79.29273224,88.22596741,93.02158356,93.58588409,89.9495697,93.10504913
513.0171509,85.55215454,92.10083771,90.28168488,92.91322327,93.66772461,82.50003052,68.98425293,78.70664215,87.78375244,92.81561279,93.44316101,89.7746048,92.96167755
511.9542847,85.22177124,91.95230865,89.98347473,92.81100464,93.56292725,81.89902496,68.19454956,78.10237885,87.399086,92.60375977,93.23842621,89.49529266,92.76855469
511.0430298,84.75415802,91.64342499,89.65795898,92.54889679,93.36359406,81.21048737,67.24628448,77.46959686,86.95636749,92.44659424,93.14439392,89.27967834,92.64382935
509.9797058,84.33612823,91.45063782,89.32543945,92.39967346,93.24710083,80.61207581,66.39413452,76.82639313,86.46237946,92.19629669,92.89715576,88.9025116,92.42037201
509.0680847,83.9454422,91.24506378,88.96224976,92.16661835,93.0834198,79.80610657,65.4473877,76.18538666,86.04753113,91.99371338,92.7544632,88.63199615,92.24533844
508.0043335,83.43960571,91.04969025,88.6401825,92.04048157,92.95307159,78.95565796,64.42344666,75.44251251,85.4959259,91.71625519,92.56669617,88.30382538,92.02574921
506.9403076,82.93806458,90.77494049,88.19783783,91.77067566,92.73943329,78.17517853,63.40803528,74.74638367,84.87950897,91.51729584,92.40312195,88.04193115,91.84692383
506.0281067,82.51321411,90.62380981,87.90904236,91.59213257,92.59390259,77.44903564,62.52336502,74.09181213,84.44254303,91.291008,92.19683075,87.73275757,91.75010681
504.9636536,82.03990173,90.36935425,87.48033905,91.35228729,92.46432495,76.59459686,61.41640091,73.34386444,83.88103485,91.01759338,92.0188446,87.43804169,91.53966522
504.0510559,81.54714203,90.12272644,87.1140213,91.13446045,92.28652954,75.74186707,60.48794937,72.58857727,83.3241272,90.78177643,91.86774445,87.08236694,91.34511566
502.986145,80.96349335,89.81352234,86.63031006,90.93349457,92.10869598,74.84607697,59.39119339,71.79572296,82.68872833,90.49028778,91.62511444,86.76045227,91.13033295
502.0731812,80.53044891,89.63858032,86.35328674,90.76681519,91.97064972,74.02613068,58.3794899,71.08133698,82.14810181,90.27747345,91.50601959,86.4487915,90.93476868
501.007843,79.89191437,89.31073761,85.80528259,90.41516113,91.80290985,72.9886322,57.18296814,70.21774292,81.46311951,89.99346161,91.31571198,86.15672302,90.77467346
499.9422607,79.31574249,89.03564453,85.29743958,90.20367432,91.60070801,71.90058899,55.92916489,69.32317352,80.73104095,89.75255585,91.1359024,85.75687408,90.60466003
499.0287476,78.78326416,88.84379578,84.89028168,89.99599457,91.41815948,71.0016098,54.94369888,68.56310272,80.12149048,89.44290161,90.93346405,85.399086,90.37967682
497.9627075,78.27627563,88.64723969,84.47271729,89.82023621,91.3014679,70.0026474,53.84886169,67.78056335,79.48011017,89.20662689,90.77979279,85.11787415,90.17935944
497.0487976,77.7309494,88.34134674,84.00399017,89.60424805,91.12332153,69.10218811,52.81984329,66.98040771,78.78655243,88.90807343,90.54811859,84.71964264,90.01663208
495.9823608,76.97434998,87.97412109,83.37805176,89.29945374,90.92472839,67.73609924,51.39554596,65.92092896,77.93436432,88.61142731,90.41726685,84.3143158,89.80451202
495.0680542,76.35424805,87.74085236,82.90447235,89.00411987,90.75785065,66.71151733,50.28381348,65.01305389,77.21702576,88.26081848,90.19819641,83.93800354,89.58602142
494.0011902,75.67066956,87.44244385,82.31652069,88.73462677,90.55134583,65.41958618,48.87234116,63.99030685,76.31136322,87.95289612,90.05943298,83.54801178,89.38437653
492.9340515,75.15130615,87.18274689,81.88424683,88.58718109,90.40396118,64.48284912,47.82704544,63.19102478,75.62688446,87.6316452,89.81147766,83.13981628,89.17544556
492.0191956,74.62628174,86.97197723,81.42698669,88.35730743,90.32022095,63.54528046,46.90989685,62.50305176,75.00592041,87.42870331,89.64831543,82.84487915,89.05670166
490.9516602,73.7729187,86.61465454,80.722229,88.06720734,90.11031342,61.99345398,45.4016037,61.25498962,73.91736603,86.99669647,89.42297363,82.32840729,88.78681946
490.036438,73.0788269,86.30342102,80.0905838,87.7525177,89.93826294,60.78137589,44.11227036,60.23871994,73.02568054,86.67990875,89.27302551,81.89909363,88.56308746
488.9684448,72.32414246,85.97103119,79.44419098,87.4455719,89.68910217,59.38845825,42.8228035,59.18156052,72.04941559,86.29781342,89.02526855,81.44080353,88.39349365
488.0528564,71.74745178,85.70830536,78.87741089,87.25697327,89.57431793,58.37123489,41.86031342,58.36569214,71.2931366,86.00514221,88.85965729,81.11683655,88.18371582
486.984436,70.94882965,85.38064575,78.24591827,86.93681335,89.3720932,56.93629837,40.45350266,57.24093246,70.35449219,85.61277771,88.66053772,80.60562134,87.98892975
486.0684814,70.21272278,85.08891296,77.53666687,86.62466431,89.19645691,55.55974197,39.22478867,56.13054657,69.31916809,85.1727066,88.4633255,80.08824921,87.7517395
484.9996643,69.36074066,84.73295593,76.78128815,86.291008,88.95837402,54.09118652,37.80548859,55.01982117,68.21881866,84.79736328,88.20687866,79.65249634,87.51023102
483.930603,68.56408691,84.37126923,76.13365936,86.02428436,88.83544922,52.69073868,36.5361557,54.0122757,67.19121552,84.38475037,87.94948578,79.13455963,87.30262756
483.0140686,67.80952454,84.03929138,75.40571594,85.69100189,88.65774536,51.37134933,35.38957977,52.87156677,66.15042114,84.03187561,87.85145569,78.72567749,87.1484375
481.9445801,66.89575195,83.63223267,74.54698181,85.34070587,88.38074493,49.77630234,34.06522751,51.72208405,65.00643921,83.54872894,87.56835175,78.14632416,86.83951569
481.02771,66.26573944,83.41817474,73.94407654,85.10190582,88.24090576,48.62510681,32.99495316,50.8057785,64.07395935,83.1211853,87.38182068,77.67297363,86.67236328
479.9577942,65.18042755,82.93449402,72.95285797,84.68475342,88.02732849,46.70113754,31.40810776,49.34486389,62.62215805,82.54901123,87.06771088,76.98966217,86.2963028
479.0405579,64.37606049,82.62857056,72.2379837,84.37300873,87.8115921,45.37749481,30.28881454,48.32025909,61.61159897,82.18387604,86.90820313,76.51461029,86.13217163
477.9702148,63.55655289,82.2738266,71.4365387,84.10299683,87.71162415,43.94249725,29.09768867,47.21653748,60.45783615,81.69920349,86.69031525,75.96624756,85.90816498
477.0526123,62.74785233,81.93260956,70.64559174,83.68560791,87.4695816,42.61514664,27.99323463,46.11242676,59.35639572,81.36447906,86.51342773,75.55242157,85.72695923
475.9818726,61.75600433,81.46631622,69.70452881,83.31326294,87.26354218,40.99814987,26.76953125,44.95548248,58.05149078,80.78404999,86.24228668,74.93317413,85.474617
475.0639038,60.76161957,81.08140564,68.71173859,82.98220825,87.05109406,39.41409302,25.46229744,43.64515686,56.74312592,80.21401978,85.98388672,74.2278595,85.17261505
473.9927368,59.78248596,80.62229156,67.74928284,82.4720993,86.80415344,37.79673767,24.21196938,42.38817215,55.38399124,79.67175293,85.72192383,73.57257843,84.8468399
473.0744324,58.98520279,80.23513031,66.93595886,82.12164307,86.63123322,36.46768188,23.24662971,41.3914566,54.22386932,79.1654892,85.51782227,73.06486511,84.61076355
472.0028381,57.89388275,79.73802948,65.85739136,81.70398712,86.37647247,34.80749893,22.02640152,40.04378128,52.81882858,78.58361816,85.24505615,72.37232971,84.36034393
470.9310608,56.91339874,79.3338623,64.8584671,81.26818848,86.16726685,33.34017563,20.89444923,38.85684586,51.41724396,78.01263428,84.9577713,71.77012634,84.07108307
470.0121765,55.99938583,78.93991089,63.95576477,80.81637573,85.98031616,31.95472336,19.83937263,37.71643829,50.10941696,77.41400909,84.71378326,71.07544708,83.8238678
468.9399719,54.85035324,78.39243317,62.78332901,80.34067535,85.70402527,30.26705742,18.64634514,36.40394592,48.60200882,76.79147339,84.44365692,70.38541412,83.5345993
468.020752,54.00868607,78.02306366,61.87458038,79.99237823,85.53942871,29.02087212,17.79711914,35.3737793,47.4895134,76.26158905,84.2088623,69.80093384,83.27983856
466.9481506,52.91954803,77.53250885,60.69717407,79.52215576,85.33335114,27.37018394,16.65725136,34.11189651,45.89801788,75.51031494,83.82103729,69.06411743,82.96557617
466.0285645,51.97459412,77.0922699,59.75283432,79.1109314,85.12150574,26.21567154,15.80283642,33.07595062,44.7216835,75.04277039,83.67246246,68.51509094,82.74111938
464.9555359,50.84206009,76.51804352,58.48985291,78.52065277,84.78296661,24.58216286,14.78763676,31.78171158,43.12167358,74.28585052,83.36711884,67.7008667,82.40964508
464.0356445,49.87040329,76.11035919,57.4380455,78.07395935,84.60839081,23.34771538,13.9525547,30.71942711,41.86305237,73.59558868,83.07791138,66.98099518,82.08734894
462.9621887,48.77669907,75.5872345,56.29390335,77.58435059,84.36490631,21.94815636,13.07160091,29.49936676,40.35203171,72.96702576,82.82181549,66.31825256,81.84568787
462.0419312,47.78069687,75.13442993,55.2013855,77.1679306,84.19366455,20.76291847,12.26577377,28.5189209,39.05446625,72.2311554,82.48246765,65.57714081,81.50993347
460.9680786,46.68067551,74.61426544,54.02452469,76.67861938,83.93795776,19.49060631,11.43684196,27.34384537,37.63893127,71.60738373,82.22168732,64.86945343,81.21656799
460.0474854,45.80446625,74.10546112,53.0835762,76.1424408,83.70553589,18.41310501,10.81422901,26.42582893,36.42950821,70.97940063,81.95207977,64.22885132,80.95630646
458.9732361,44.7253685,73.5825882,51.74722672,75.62401581,83.49697876,17.13345718,9.983466148,25.26631737,34.96264267,70.05656433,81.5446167,63.3108902,80.57788086
458.0522766,43.63623047,73.01934052,50.60475922,75.01172638,83.23831177,15.97224426,9.270213127,24.19028664,33.5488739,69.42916107,81.32003021,62.6105423,80.26650238
456.9776306,42.52649689,72.44195557,49.23585129,74.4675293,82.95449829,14.74474335,8.507561684,23.02719307,32.01452637,68.53257751,80.91488647,61.74995422,79.87214661
456.0563354,41.49216843,71.96048737,48.05156326,73.92536163,82.70848083,13.69776154,7.92634201,22.03654099,30.73781395,67.80994415,80.6782608,61.06867981,79.62664032
454.9812927,40.28252792,71.33731842,46.72853088,73.32718658,82.45423126,12.62623024,7.286161423,20.97540283,29.24421501,66.8729248,80.24314117,60.14441681,79.21161652
454.0596313,39.44185257,70.80540466,45.75712585,72.82468414,82.1696701,11.7970686,6.826061249,20.1247673,28.15205765,66.17251587,79.9644928,59.38408279,78.92825317
452.9841919,38.26327515,70.18717957,44.43215561,72.18666077,81.91163635,10.84185123,6.217444897,19.14374924,26.77455521,65.34239197,79.59179688,58.54950714,78.60665894
452.0622253,37.25875473,69.66884613,43.1752739,71.554245,81.70894623,9.935966492,5.713581085,18.22814369,25.43995285,64.55867767,79.29348755,57.84373474,78.2669754
450.9863586,36.06028366,69.01118469,41.78316498,70.86120605,81.38319397,9.032710075,5.185788155,17.17798233,24.10810089,63.56037903,78.9617157,56.87014389,77.85186768
450.0640564,35.13477707,68.43357086,40.65828323,70.34326935,81.15892029,8.347554207,4.794339657,16.40839386,22.99361801,62.835495,78.6068573,56.16333389,77.55664825
448.9878235,34.1423378,67.88845062,39.42241287,69.71007538,80.88813782,7.594857216,4.387979031,15.58982086,21.77502823,61.92131805,78.25964355,55.27981567,77.19541931
448.065155,33.194767,67.32585144,38.28593445,69.14897156,80.61862183,6.959487438,4.028085709,14.83255768,20.70340538,61.0653801,77.95101166,54.485672,76.87492371
446.9885254,32.03477097,66.62197113,37.00265503,68.37116241,80.34388733,6.230362415,3.627488375,13.95629978,19.42753029,60.11019516,77.54280853,53.63705826,76.48203278
446.0655518,31.1195488,66.00540924,35.80472183,67.76822662,80.09349823,5.672821999,3.324415922,13.17170525,18.31606102,59.30554199,77.19224548,52.80007553,76.1337204
444.9885254,29.98645401,65.37200928,34.33480072,66.97914886,79.75161743,5.026358128,2.970024586,12.33381748,17.11457443,58.23987579,76.80474854,51.86470795,75.70913696
444.0651855,29.18244934,64.85070801,33.42251205,66.463974,79.54829407,4.608112335,2.741814852,11.78367901,16.21086693,57.43211365,76.48683167,51.1400032,75.41046906
442.987793,28.1434803,64.16475677,32.15278244,65.74369812,79.23018646,4.098933697,2.480218887,11.04816628,15.16743183,56.40500259,76.05819702,50.21439743,74.96385193
442.0641174,27.1783886,63.53606033,30.89104843,64.99467468,79.02462769,3.629574299,2.214126587,10.36508369,14.17579174,55.49694824,75.66512299,49.43703842,74.60800934
440.9863281,26.09120369,62.81362152,29.55428314,64.20240784,78.60974121,3.191899061,1.990832925,9.650882721,13.0787344,54.42261505,75.20269012,48.36405182,74.13579559
440.0623169,25.18539429,62.07711792,28.42559433,63.47776031,78.31703186,2.84662652,1.785594225,9.069150925,12.2557106,53.50387573,74.83644104,47.57447815,73.81401062
438.9841309,24.32874298,61.42741394,27.27094841,62.6973381,78.00476074,2.52634263,1.599220991,8.504447937,11.30803776,52.46144485,74.39109802,46.6594162,73.36871338
438.0598145,23.57999992,60.92975235,26.3392868,62.11168289,77.76358795,2.281688929,1.466025829,8.028100014,10.70191765,51.59275436,74.01464081,45.8819809,72.96737671
436.9812622,22.45233536,60.05793381,24.95907021,61.15276718,77.37154388,1.960159779,1.287179947,7.411063671,9.74696064,50.42147827,73.47766113,44.81256104,72.46193695
436.0566101,21.59220505,59.31441879,23.84820938,60.30628586,76.93274689,1.70415616,1.152965188,6.893523216,8.993882179,49.42249298,73.02502441,43.9552803,72.01100159
434.9776611,20.66078568,58.53015137,22.7089386,59.47590637,76.54398346,1.485744357,1.03813827,6.329871178,8.212770462,48.24397278,72.44165039,42.97189713,71.4969101
434.0526733,19.93471527,57.89369965,21.75560951,58.72769928,76.20339966,1.314113736,0.9371624589,5.98028326,7.673369884,47.43001556,72.04005432,42.19881439,71.0519104
432.9733582,19.04181862,57.08781052,20.66481018,57.83117294,75.74557495,1.160377979,0.841055274,5.533726215,6.994481564,46.29588699,71.49138641,41.24608994,70.49564362
432.0480347,18.23258018,56.29479218,19.59584236,56.94004822,75.27055359,1.025038123,0.7415485978,5.116092682,6.38687849,45.11996078,70.81787109,40.27375412,69.90314484
430.9683228,17.24034309,55.2807579,18.37818527,55.79169464,74.67871094,0.8542619944,0.6349384785,4.659002781,5.682249069,43.8567543,70.13613892,39.16793442,69.21330261
430.0426941,16.52113724,54.50966263,17.43383217,54.8853035,74.19390106,0.743719995,0.5860164165,4.343811989,5.244348049,42.73481369,69.49095154,38.20537186,68.58306122
